hotel,is_canceled,lead_time,stays_in_week_nights,adults,children,babies,meal,deposit_type,agent,company
Resort Hotel,0,201,5,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,42,3,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,61,3,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,14,4,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,14,4,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,3,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,21,2,2,2,0,BB,No Deposit,240,NULL
Resort Hotel,0,14,3,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,14,3,2,1,1,BB,No Deposit,NULL,NULL
Resort Hotel,0,77,4,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,13,3,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,31,2,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,1,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,31,2,1,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,6,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,31,2,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,31,2,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,1,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,31,2,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,112,3,1,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,112,3,2,0,0,Undefined,No Deposit,NULL,NULL
Resort Hotel,0,70,8,3,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,105,7,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,2,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,44,3,2,0,0,BB,No Deposit,181,NULL
Resort Hotel,0,12,3,2,0,0,BB,No Deposit,181,NULL
Resort Hotel,0,116,5,2,0,0,BB,No Deposit,181,NULL
Resort Hotel,0,8,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,13,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,17,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,20,2,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,41,3,2,0,0,BB,No Deposit,5,NULL
Resort Hotel,0,53,5,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,41,3,2,0,0,BB,No Deposit,5,NULL
Resort Hotel,0,49,3,2,0,0,BB,No Deposit,5,NULL
Resort Hotel,0,41,3,2,0,0,BB,No Deposit,5,NULL
Resort Hotel,0,59,6,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,7,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,26,1,2,0,1,BB,No Deposit,250,NULL
Resort Hotel,0,11,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,16,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,3,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,4,1,2,1,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,16,2,2,1,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,48,3,2,0,0,Undefined,No Deposit,250,NULL
Resort Hotel,0,71,3,2,0,1,BB,No Deposit,NULL,NULL
Resort Hotel,0,120,3,2,0,0,Undefined,No Deposit,250,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,42,4,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,3,1,1,0,0,BB,No Deposit,330,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,330,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,330,NULL
Resort Hotel,0,26,1,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,11,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,53,5,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,2,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,3,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,90,5,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,100,9,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,9,0,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,15,1,3,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,8,5,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,70,4,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,0,0,2,0,1,BB,No Deposit,240,NULL
Resort Hotel,0,83,0,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,89,4,1,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,3,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,242,NULL
Resort Hotel,0,100,9,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,8,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,0,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,17,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,1,23,0,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,148,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,148,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,21,0,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,148,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,148,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,138,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,2,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,23,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,23,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,7,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,28,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,14,0,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,242,NULL
Resort Hotel,0,4,1,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,38,0,1,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,11,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,339,NULL
Resort Hotel,0,38,1,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,5,1,1,0,0,BB,No Deposit,NULL,159
Resort Hotel,0,2,1,1,0,0,BB,No Deposit,159,NULL
Resort Hotel,0,38,4,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,306,NULL
Resort Hotel,0,38,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,4,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,16,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,24,1,2,0,0,BB,No Deposit,175,NULL
Resort Hotel,0,46,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,157,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,2,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,11,1,2,0,1,BB,No Deposit,1,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,5,2,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,6,2,1,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,75,7,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,3,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,38,2,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,25,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,12,5,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,0,3,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,3,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,3,1,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,55,3,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,37,3,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,5,3,1,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,0,1,2,0,0,HB,No Deposit,NULL,NULL
Resort Hotel,0,39,4,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,339,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,8,3,1,0,0,BB,No Deposit,139,99
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,99
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,99
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,1,8,1,1,0,0,BB,Non Refund,NULL,174
Resort Hotel,0,0,3,3,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,7,2,1,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,3,2,0,0,HB,No Deposit,NULL,174
Resort Hotel,0,32,3,3,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,27,3,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,7,4,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,4,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,38,6,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,10,4,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,0,2,3,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,36,NULL
Resort Hotel,0,37,2,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,9,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,10,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,61,4,2,0,0,BB,No Deposit,177,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,11,4,2,0,0,HB,No Deposit,250,NULL
Resort Hotel,0,38,8,2,0,0,HB,No Deposit,250,NULL
Resort Hotel,0,10,5,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,8,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,8,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,20,2,2,0,0,BB,No Deposit,258,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,5,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,129,5,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,12,3,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,19,5,2,0,0,HB,No Deposit,242,NULL
Resort Hotel,0,4,2,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,64,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,5,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,31,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,0,1,0,0,BB,No Deposit,195,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,0,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,9,0,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,0,1,0,0,BB,No Deposit,196,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,2,0,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,2,0,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,5,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,47,3,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,20,5,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,20,5,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,23,3,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,11,2,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,147,NULL
Resort Hotel,0,3,2,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,2,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,2,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,4,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,5,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,13,3,2,0,0,BB,No Deposit,115,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,30,0,1,0,0,BB,No Deposit,NULL,108
Resort Hotel,0,62,0,1,0,0,BB,No Deposit,NULL,108
Resort Hotel,0,30,0,1,0,0,BB,No Deposit,NULL,108
Resort Hotel,0,44,1,1,0,0,BB,No Deposit,NULL,108
Resort Hotel,0,16,0,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,3,1,0,0,BB,No Deposit,5,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,290
Resort Hotel,0,2,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,6,0,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,4,0,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,5,0,1,0,0,BB,No Deposit,NULL,274
Resort Hotel,0,5,2,1,0,0,BB,No Deposit,242,NULL
Resort Hotel,0,5,2,2,0,0,BB,No Deposit,242,NULL
Resort Hotel,0,2,3,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,5,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,17,0,1,0,0,BB,No Deposit,250,399
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,146,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,146,NULL
Resort Hotel,0,4,1,1,0,0,BB,No Deposit,196,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,4,2,0,0,BB,No Deposit,36,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,250
Resort Hotel,0,4,1,1,0,0,BB,No Deposit,10,NULL
Resort Hotel,0,7,1,1,0,0,BB,No Deposit,10,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,HB,No Deposit,240,NULL
Resort Hotel,0,6,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,54,2,2,0,0,HB,No Deposit,6,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,24,20,2,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,3,2,1,0,0,BB,No Deposit,96,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,25,2,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,8,1,1,0,0,BB,No Deposit,NULL,358
Resort Hotel,1,11,0,1,0,0,BB,No Deposit,NULL,358
Resort Hotel,0,37,7,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,1,3,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,5,2,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,6,2,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,0,3,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,9,1,2,0,0,BB,No Deposit,NULL,361
Resort Hotel,0,3,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,3,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,184,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,184,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,2,3,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,7,3,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,24,4,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,2,3,2,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,54,2,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,3,1,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,124,5,2,0,0,HB,No Deposit,156,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,25,2,2,2,0,BB,No Deposit,240,NULL
Resort Hotel,0,14,4,2,0,0,HB,No Deposit,242,NULL
Resort Hotel,0,1,1,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,1,3,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,1,0,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,0,2,2,0,BB,No Deposit,240,NULL
Resort Hotel,0,30,5,2,0,0,BB,No Deposit,250,NULL
Resort Hotel,0,20,1,1,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,3,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,66,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,6,4,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,8,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,110
Resort Hotel,0,21,10,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,2,1,2,0,0,BB,No Deposit,240,NULL
Resort Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,4,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,2,1,0,0,BB,No Deposit,127,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
Resort Hotel,0,0,3,2,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,5,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,241,NULL
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,314,NULL
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,1,2,1,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,0,0,1,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,3,2,2,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,1,1,1,0,0,BB,No Deposit,NULL,390
Resort Hotel,0,53,5,2,0,0,BB,No Deposit,6,NULL
Resort Hotel,0,60,5,2,0,0,BB,No Deposit,6,NULL
